best_seller,course_rating_avarage,course_price,num_of_buyers_students,amount_of_instructor_studnets,num_articles,video_time_length,number_of_languages,last_update,instructor_rank,amount_of_what_you_will_learn_count,amount_of_requirments_count,amount_of_companies_support,course_rating_amount
0,4.6,59.9,10374,131632,4,7.5,2,30,4.4,9,6,0,87
0,4.4,59.9,23,79,1,2.0,2,395,4.2,1,6,0,6
0,4.3,59.9,7,91,18,13.5,2,30,4.3,13,6,0,2
0,4.5,59.9,24,366,5,2.0,2,580,4.1,6,5,0,4
0,4.2,59.9,83,501,4,5.0,2,455,4.3,4,7,0,22
0,4.1,59.9,1563,106740,2,9.5,2,550,4.5,14,6,5,169
0,4.7,59.9,182,34724,1,2.5,2,215,4.6,9,5,0,17
0,4.2,59.9,120,120,6,10.0,2,1460,4.2,10,6,0,25
0,4.0,59.9,1262,1705,3,5.5,2,1310,4.1,8,6,0,602
0,4.1,59.9,4271,8019,8,15.5,2,60,4.2,4,7,0,45
0,4.9,59.9,1148,106740,1,1.5,2,90,4.5,6,6,0,11
0,4.7,59.9,4870,110210,2,22.0,2,670,4.5,6,5,0,1127
0,4.5,59.9,318,34724,1,1.5,2,215,4.6,3,5,5,75
0,4.3,59.9,47,4972,3,8.5,2,90,4.7,10,6,0,13
0,4.8,59.9,115,679,1,8.5,2,1915,4.7,2,6,0,25
0,4.7,59.9,29,18770,11,6.5,2,30,4.1,4,6,0,5
0,4.4,59.9,1077,1077,3,6.0,2,1185,4.4,3,6,0,298
0,4.4,59.9,302,19195,1,1.5,2,485,4.3,4,5,5,52
0,4.7,59.9,16734,34252,24,10.5,2,60,4.5,4,7,0,1130
0,4.7,59.9,86,154,7,2.5,2,3345,4.7,2,6,0,24
0,4.4,59.9,2118,4322,3,3.5,2,760,4.5,11,6,0,477
0,4.9,59.9,1668,28548,1,9.5,2,485,4.2,8,5,0,29
0,3.9,59.9,87,99,10,20.0,2,365,3.8,5,6,0,27
0,4.2,59.9,3146,11683,9,8.5,2,1215,4.1,9,6,0,137
0,4.4,59.9,105,7984,5,6.0,2,455,4.3,4,5,0,25
0,4.5,59.9,324,3863,19,7.0,2,1705,4.5,4,6,0,28
0,4.9,59.9,602,287227,10,5.5,2,640,4.6,6,5,0,96
0,3.6,59.9,107,1062,3,11.0,2,2070,3.9,28,6,0,29
0,4.4,59.9,678,4322,2,5.0,2,1095,4.5,6,6,0,146
0,4.0,59.9,4756,131632,1,14.5,2,30,4.4,8,7,0,45
0,4.3,59.9,6635,181793,15,2.5,2,1125,4.5,4,6,0,66
0,3.9,59.9,148,148,2,7.5,2,760,3.9,9,6,0,26
0,4.2,59.9,599,75,99,18.0,2,1975,4.5,7,5,0,176
0,4.8,59.9,7789,28620,16,10.0,2,0,4.9,5,6,5,1585
0,3.8,59.9,12,303,1,7.5,2,455,3.7,3,6,0,2
0,4.5,59.9,3187,6821,9,3.0,2,1550,4.6,8,8,0,60
1,4.7,59.9,2393,34724,2,29.5,2,215,4.6,10,6,5,593
0,4.8,59.9,57,839,3,12.5,2,245,4.6,12,6,5,12
0,4.8,59.9,190,5001,2,16.5,2,30,4.8,14,6,0,53
0,4.8,59.9,1337,61670,2,12.5,2,150,4.7,5,6,5,233
1,4.7,59.9,1430,1767,16,3.0,2,30,4.4,8,6,0,166
0,4.5,59.9,661,18934,15,16.5,2,30,4.5,8,6,5,110
0,4.5,59.9,1610,22307,5,13.5,2,120,4.6,6,6,0,262
0,3.9,59.9,119,119,1,5.0,2,915,3.9,8,6,0,26
0,4.2,59.9,1997,1767,15,3.0,2,0,4.4,11,6,0,250
1,4.6,59.9,475,19095,3,7.0,2,245,4.6,1,6,0,61
0,4.8,59.9,515,34724,3,9.0,2,90,4.6,5,6,5,111
0,4.1,59.9,3531,3531,1,12.5,2,550,4.1,6,7,0,172
1,4.4,59.9,2864,1767,20,10.5,2,0,4.4,9,6,0,343
0,5.0,59.9,3866,60750,8,11.0,2,425,4.6,14,6,5,325
0,4.8,59.9,22,649,2,4.0,2,215,4.8,4,6,0,3
0,4.2,59.9,12660,33,16,23.0,2,1280,4.5,4,5,0,692
0,4.4,59.9,8772,275658,10,23.5,2,305,4.5,9,7,5,772
0,4.4,59.9,2359,2359,1,1.5,2,975,4.4,9,7,5,258
0,4.8,59.9,904,34724,1,8.0,2,0,4.6,7,5,5,138
0,4.6,59.9,1416,59385,5,8.5,2,185,4.5,5,6,0,104
0,4.8,59.9,2141,61670,1,28.5,2,30,4.7,8,6,0,377
0,3.7,59.9,3149,15277,2,14.5,2,1125,4.7,2,5,0,375
0,4.5,59.9,6018,17632,1,9.5,2,150,4.5,4,6,0,952
0,4.4,59.9,2586,17799,2,6.5,2,30,4.4,2,5,0,361
0,4.3,59.9,6,35,1,2.5,2,90,4.6,11,5,0,2
0,4.6,59.9,6065,15558,9,26.0,2,395,4.6,7,6,5,2104
0,4.6,59.9,354,18934,8,14.0,2,30,4.5,8,6,5,70
0,4.6,59.9,837,228556,1,3.0,2,1065,4.6,3,5,5,182
0,4.6,59.9,2914,34724,1,11.0,2,215,4.6,5,5,5,422
0,4.9,59.9,5607,41119,44,28.5,2,150,4.6,4,6,0,222
0,4.7,59.9,103,28405,4,5.0,2,90,4.6,8,5,0,13
0,4.8,59.9,904,34734,1,8.0,2,0,4.6,7,5,5,138
0,5.0,59.9,9,65000,1,26.5,2,60,4.3,4,5,0,0
0,3.8,59.9,148,148,2,16.0,2,1310,3.8,7,6,0,40
0,4.8,59.9,2092,61670,3,16.5,2,120,4.7,12,7,0,507
0,4.7,59.9,540,3999,2,30.5,2,150,4.4,5,6,5,111
0,3.8,59.9,195,1869,11,9.0,2,0,4.1,10,5,0,25
0,4.7,59.9,36,19268,7,11.5,2,120,4.5,4,6,0,10
0,3.7,59.9,1700,1700,27,10.0,2,515,3.7,6,7,5,177
0,4.8,59.9,4501,34734,2,3.0,2,215,4.6,8,5,5,199
0,4.7,59.9,456,34734,1,4.0,2,215,4.6,1,5,5,101
0,4.4,59.9,680,22307,2,7.0,2,120,4.6,6,6,0,73
0,5.0,59.9,12145,26952,2,6.5,2,1095,4.3,1,6,0,81
0,4.0,59.9,33,79,1,2.0,2,365,4.2,9,6,0,12
0,5.0,59.9,33,1396,2,2.5,2,0,4.8,5,5,0,5
0,4.8,59.9,1161,17632,1,7.0,2,185,4.5,5,6,0,151
0,3.8,59.9,287,20047,1,17.5,2,245,4.0,5,7,0,26
0,4.7,59.9,1732,1732,125,30.5,2,1280,4.7,7,6,0,405
0,3.9,59.9,10,3008,5,9.5,2,305,4.3,7,6,0,3
0,4.8,59.9,335,34734,1,3.0,2,215,4.6,10,5,5,46
0,4.5,59.9,1841,282366,2,4.0,2,215,4.5,5,6,5,422
0,4.4,59.9,2208,65069,14,20.0,2,185,4.6,9,7,5,538
0,4.6,59.9,232,7984,7,9.5,2,335,4.3,3,6,0,42
0,4.3,59.9,2990,20027,1,3.0,2,975,4.4,4,5,5,87
0,4.5,59.9,7059,22613,2,13.0,2,640,4.4,10,6,5,2662
0,4.3,59.9,236,1860,45,7.5,2,1460,3.7,5,5,0,36
0,4.4,59.9,100,1517,2,12.0,2,90,4.2,4,5,0,18
0,4.5,59.9,1634,4714,1,7.5,2,700,4.5,6,6,5,215
0,4.6,59.9,2180,335248,4,6.0,2,0,4.6,22,5,5,206
0,4.8,59.9,5639,24056,5,10.5,2,0,4.7,4,5,5,1599
0,4.2,59.9,257,257,1,8.5,2,670,4.2,6,7,0,81
0,4.7,59.9,11541,12528,6,13.5,2,1340,4.4,6,6,5,2295
0,5.0,59.9,191,110210,1,11.5,2,90,4.5,4,5,0,33
0,4.7,59.9,25406,98139,1,15.0,2,0,4.4,10,6,0,543
0,4.6,59.9,2985,67209,2,13.0,2,790,4.7,4,5,5,486
0,4.2,59.9,1076,3064,1,12.5,2,275,4.4,4,6,0,125
1,4.7,59.9,1057,15876,14,5.0,2,30,4.5,4,5,0,159
0,4.9,59.9,31700,34252,33,13.0,2,975,4.5,5,7,5,1341
0,4.5,59.9,67290,34252,13,4.5,2,90,4.5,5,7,0,4970
0,4.2,59.9,3615,31844,1,6.0,2,1430,4.1,2,6,0,49
0,4.3,59.9,17,371,6,7.0,2,60,4.5,8,6,0,5
0,4.8,59.9,961,110210,2,21.0,2,670,4.5,4,5,5,211
0,4.8,59.9,333,3481,4,5.5,2,580,4.4,6,6,0,70
0,4.6,59.9,19194,100617,26,14.5,2,120,4.5,11,6,5,274
0,4.4,59.9,1838,13119,4,19.0,2,90,4.8,5,6,5,344
0,4.0,59.9,101,226,1,4.5,2,1340,4.2,6,6,0,16
0,3.6,59.9,696,9640,4,6.0,2,245,4.3,4,8,5,44
0,4.5,59.9,1534,15876,20,4.5,2,30,4.5,4,5,0,103
0,4.5,59.9,1019,298099,1,17.0,2,1310,4.7,5,6,5,167
0,4.6,59.9,114,873,4,4.0,2,245,4.5,10,6,0,33
0,3.8,59.9,7273,163835,1,2.0,2,580,4.5,4,5,0,688
0,4.1,59.9,215,215,1,2.5,2,365,4.1,5,6,0,7
0,4.2,59.9,10485,26276,1,2.0,2,425,4.2,4,6,0,83
0,4.5,59.9,609,47842,12,14.0,2,150,4.4,9,6,0,97
0,4.3,59.9,46669,115131,2,7.0,2,395,4.3,8,6,0,502
0,4.3,59.9,255,5401,126,1.5,2,670,3.9,5,5,0,30
1,4.7,59.9,1058,15876,14,5.0,2,30,4.5,4,5,0,159
0,3.9,59.9,376,6508,3,4.5,2,215,4.6,8,6,5,121
0,4.3,59.9,280,110210,3,16.0,2,515,4.5,4,5,5,39
0,4.2,59.9,8869,8869,1,3.0,2,455,4.2,4,5,0,72
0,4.4,59.9,4857,100617,1,22.5,2,30,4.5,13,6,0,103
0,4.4,59.9,683,694,1,5.5,2,245,4.3,4,6,0,44
0,4.5,59.9,352,110210,2,7.0,2,670,4.5,4,5,0,85
0,4.3,59.9,1792,1807,1,3.0,2,730,4.3,8,6,0,21
0,4.5,59.9,17783,18706,6,4.0,2,30,4.3,3,6,0,134
0,4.4,59.9,4286,110210,2,10.5,2,670,4.5,4,5,0,67
0,4.5,59.9,159,12842,7,6.5,2,820,4.7,4,7,0,26
1,4.6,59.9,1102,1929,16,17.5,2,120,4.7,13,6,5,266
0,4.7,59.9,3450,3450,13,4.5,2,1155,4.7,6,6,5,84
0,4.5,59.9,8173,148204,9,18.0,2,30,4.3,12,7,5,1989
0,4.3,59.9,140,941,1,20.5,2,150,4.5,1,6,5,49
0,4.7,59.9,87,2,16,21.0,2,0,4.6,8,5,0,15
0,4.4,59.9,736,17827,2,3.5,2,1490,4.5,6,6,5,113
0,4.8,59.9,1065,18936,19,14.5,2,30,4.5,8,6,5,241
0,4.6,59.9,2461,335248,2,15.0,2,0,4.6,14,5,5,249
0,4.1,59.9,10614,12528,10,11.0,2,1340,4.4,8,5,5,1079
0,4.5,59.9,350,14848,2,2.5,2,215,4.3,4,6,0,31
0,4.3,59.9,8277,14848,2,8.5,2,760,4.3,4,6,0,1185
0,4.9,59.9,890,34734,2,5.0,2,215,4.6,4,6,5,173
0,4.4,59.9,531,645,5,7.0,2,0,4.4,6,7,5,126
1,4.2,59.9,3222,14848,1,9.0,2,1855,4.3,5,6,0,370
0,4.6,59.9,37532,106745,1,3.5,2,610,4.5,14,6,0,1087
0,4.6,59.9,20,649,3,2.5,2,215,4.8,3,6,0,4
0,4.7,59.9,857,8430,1,8.0,2,945,4.8,2,6,5,293
0,4.5,59.9,3019,3919,4,12.0,2,640,4.5,3,6,5,70
0,4.6,59.9,28,28,1,1.5,2,1065,4.6,6,6,0,3
0,4.4,59.9,185,25,1,18.5,2,90,4.5,8,7,0,24
0,4.5,59.9,1909,22310,3,9.0,2,120,4.6,6,6,0,445
0,4.8,59.9,1343,2388,1,5.5,2,700,4.5,7,5,0,257
0,4.1,59.9,3223,23642,4,21.0,2,90,4.3,12,6,0,101
0,3.8,59.9,1535,54371,1,11.0,2,1280,4.5,4,5,0,154
0,4.3,59.9,1076,131632,6,26.5,2,60,4.4,8,6,0,88
0,4.7,59.9,172,14848,2,3.5,2,215,4.3,4,6,0,15
0,4.8,59.9,103,22545,8,4.0,2,790,4.5,3,6,0,10
0,4.8,59.9,1136,89237,2,13.0,2,150,4.2,11,5,0,29
0,4.9,59.9,635,5006,3,11.5,2,275,4.8,22,7,5,198
0,4.4,59.9,13604,20820,3,6.5,2,945,4.2,3,7,0,147
0,4.8,59.9,2322,468281,3,11.0,2,1125,4.8,6,7,5,398
0,4.0,59.9,818,9024,2,6.5,2,2130,4.3,16,6,0,110
0,4.5,59.9,58,58,1,1.0,2,0,4.5,4,5,0,16
0,4.1,59.9,196,1773,18,4.5,2,0,4.4,8,6,0,23
0,4.6,59.9,3202,4367,1,8.0,2,2130,4.6,3,5,0,871
0,5.0,59.9,649,28632,1,11.5,2,425,4.5,9,5,0,5
1,4.2,59.9,2433,3687,2,2.5,2,185,4.4,12,6,0,322
0,3.9,59.9,1628,14848,6,7.5,2,760,4.3,2,6,0,162
0,4.4,59.9,1098,92142,2,11.5,2,550,4.6,11,6,5,212
1,4.5,59.9,322,1773,12,2.0,2,0,4.4,7,6,0,27
0,4.1,59.9,53490,106665,1,11.0,2,30,4.3,1,6,0,344
0,4.5,59.9,351,17452,4,5.5,2,120,4.5,6,5,0,123
0,5.0,59.9,3,30,6,2.5,2,150,4.7,5,7,0,3
0,4.5,59.9,916,143276,1,16.0,2,30,4.5,19,6,5,205
0,5.0,59.9,10,684,1,1.0,2,395,4.4,4,5,0,5
0,4.1,59.9,229,229,5,9.0,2,365,4.1,5,6,0,66
0,4.8,59.9,2322,468451,3,11.0,2,1125,4.8,6,7,5,398
0,4.5,59.9,304,304,1,1.0,2,60,4.5,9,6,0,74
0,4.6,59.9,4558,19612,1,3.5,2,245,4.2,3,5,0,85
0,4.4,59.9,2742,89237,2,3.0,2,150,4.2,7,5,0,21
0,4.5,59.9,17783,18711,6,4.0,2,30,4.3,3,6,0,134
0,4.6,59.9,9532,32871,15,9.0,2,790,4.5,6,7,0,400
0,3.8,59.9,230,3442,1,10.0,2,1215,3.7,7,6,0,36
0,4.7,59.9,169,225,1,11.0,2,395,4.1,13,5,0,30
0,5.0,59.9,25,25,4,1.5,2,245,5.0,4,6,0,6
0,4.1,59.9,97,131664,6,5.5,2,515,4.4,5,6,0,16
0,4.8,59.9,2558,8101,2,2.0,2,1065,4.2,1,6,0,114
0,4.0,59.9,402,5782,1,10.5,2,485,4.4,5,6,0,4
0,4.6,59.9,50,51,1,2.5,2,1825,4.6,2,5,0,14
0,4.3,59.9,1574,1574,2,3.0,2,3105,4.3,10,6,0,338
0,5.0,59.9,143,9171,2,1.0,2,515,4.7,3,6,0,5
0,4.3,59.9,1481,131664,2,12.0,2,30,4.4,8,6,0,29
0,4.0,59.9,450,832,3,1.0,2,1370,3.7,4,6,0,15
0,4.8,59.9,879,3863,2,18.5,2,60,4.7,8,7,5,256
0,4.8,59.9,159,159,30,18.5,2,60,4.8,6,7,0,59
0,4.4,59.9,14326,135672,2,28.5,2,215,4.6,6,6,5,1927
1,4.7,59.9,9232,7450,60,14.5,2,90,4.6,28,6,5,2723
0,3.9,59.9,424,424,1,2.5,2,275,3.9,4,6,0,42
0,4.7,59.9,2204,2204,30,8.0,2,90,4.7,5,5,0,287
0,4.7,59.9,1136,34736,2,9.0,2,120,4.6,8,5,5,307
1,4.7,59.9,921,26881,1,7.0,2,60,4.8,5,6,5,74
0,4.3,59.9,665,17800,2,5.0,2,30,4.4,13,5,0,79
0,4.4,59.9,793,1484,1,9.0,2,1095,4.6,9,6,0,69
0,4.5,59.9,154,1270,6,5.5,2,700,4.5,13,5,0,12
0,4.8,59.9,1153,1219,1,5.0,2,245,4.9,4,5,0,252
0,4.4,59.9,3895,18970,5,6.0,2,0,4.3,10,5,0,592
0,4.9,59.9,214,1929,1,9.0,2,120,4.7,6,6,5,55
0,4.7,59.9,2,11549,4,3.0,2,215,4.6,12,7,0,2
0,4.9,59.9,145,145,2,7.5,2,395,4.9,4,6,5,12
0,4.7,59.9,1287,8788,3,10.5,2,820,4.5,4,6,5,141
0,4.5,59.9,137,34736,1,3.0,2,215,4.6,5,5,0,28
0,4.8,59.9,6046,13130,16,11.5,2,90,4.8,1,6,5,1554
0,3.8,59.9,1134,11991,5,13.5,2,120,3.9,4,5,0,31
0,4.9,59.9,747,28632,1,15.0,2,425,4.5,8,5,0,14
0,4.0,59.9,267,31470,5,16.5,2,90,4.6,4,5,0,67
0,5.0,59.9,620,13142,4,12.0,2,90,4.4,8,7,0,3
0,4.9,59.9,169,34736,2,1.5,2,215,4.6,5,5,5,32
0,3.9,59.9,32225,946,15,22.0,2,700,4.2,6,6,5,506
0,4.6,59.9,3621,335374,1,8.0,2,0,4.6,9,5,5,485
0,4.7,59.9,4827,56148,2,13.0,2,455,4.4,2,6,0,211
0,4.5,59.9,310,7450,4,1.5,2,90,4.6,7,6,0,51
0,4.6,59.9,136,22313,3,3.0,2,120,4.6,6,6,0,22
0,4.8,59.9,2297,67236,12,20.5,2,425,4.7,8,5,5,418
0,4.3,59.9,1797,280,8,4.5,2,1490,4.3,8,7,0,280
0,4.0,59.9,501,131664,11,14.5,2,30,4.4,9,6,0,82
0,5.0,59.9,43,3687,1,2.0,2,185,4.4,9,6,0,4
0,4.2,59.9,308,18936,2,16.0,2,30,4.5,5,6,5,80
0,4.4,59.9,171,5571,1,1.0,2,215,4.0,5,5,0,28
0,3.8,59.9,204,5587,7,4.0,2,90,4.0,17,6,0,20
0,4.6,59.9,308,30030,2,11.0,2,670,4.3,9,6,0,58
0,4.4,59.9,44409,65002,1,17.5,13,60,4.3,8,6,0,683
0,4.4,59.9,329,5587,4,1.5,2,90,4.0,4,5,0,28
0,4.3,59.9,333,603,3,6.0,2,550,4.5,6,6,5,80
0,4.1,59.9,139,3687,1,2.5,2,185,4.4,13,7,0,14
0,4.3,59.9,3794,19195,1,3.5,2,760,4.3,8,6,0,555
0,4.8,59.9,2842,7512,1,2.5,2,760,4.5,13,5,0,24
0,4.0,59.9,389,5571,1,1.0,2,215,4.0,5,6,0,45
0,4.4,59.9,1101,131664,11,21.0,2,60,4.4,7,6,0,11
0,4.8,59.9,1447,67236,2,9.5,2,760,4.7,5,6,0,203
0,4.0,59.9,728,74409,1,5.0,2,850,4.1,7,6,0,148
0,4.7,59.9,9991,100617,20,21.0,2,395,4.5,13,6,0,186
0,4.1,59.9,28,5817,1,2.5,2,365,4.5,5,5,0,4
0,4.9,59.9,7372,65002,3,24.5,2,245,4.3,6,5,0,12
0,4.7,59.9,519,3350,2,8.0,2,120,4.5,5,6,0,6
0,4.8,59.9,48,5571,1,1.0,2,215,4.0,5,5,0,5
0,4.6,59.9,625,106671,2,11.0,2,610,4.6,11,6,0,216
0,3.6,59.9,1185,5587,4,2.0,2,90,4.0,9,6,0,156
0,4.6,59.9,222,34734,1,4.5,2,215,4.6,10,5,5,50
0,4.8,59.9,190,4239,1,1.0,2,335,4.3,4,5,0,14
0,4.1,59.9,65,3687,1,2.0,2,185,4.4,5,6,0,6
0,4.2,59.9,387,5587,4,2.0,2,90,4.0,4,5,0,34
0,5.0,59.9,9,9,5,6.0,2,185,5.0,4,6,0,2
0,4.2,59.9,58015,89239,2,2.5,2,30,4.2,11,5,0,604
0,4.0,59.9,232,7084,1,4.5,2,1735,4.0,1,6,0,77
0,4.6,59.9,1048,61670,2,1.5,2,215,4.7,4,6,0,42
0,3.7,59.9,44835,44835,5,2.5,2,60,3.7,4,6,0,308
0,4.6,59.9,2227,282405,2,8.0,2,215,4.5,5,6,5,343
0,4.3,59.9,796,100168,1,4.5,2,185,4.3,4,5,0,19
0,4.1,59.9,5316,3481,21,11.0,2,580,4.4,6,6,5,1579
0,4.5,59.9,342,131664,1,4.0,2,2615,4.4,4,6,0,13
0,4.1,59.9,178,295,2,1.5,2,1675,4.1,6,6,0,45
0,4.4,59.9,656,131664,11,11.0,2,1520,4.4,7,6,0,21
0,3.5,59.9,752,163856,2,3.5,2,150,4.5,7,5,0,57
0,4.1,59.9,186,60754,5,2.5,2,1065,4.6,3,6,0,80
0,4.2,59.9,136,8074,1,3.5,2,2070,4.4,4,6,0,28
0,3.6,59.9,21,5817,4,7.0,2,335,4.5,9,5,0,3
0,3.7,59.9,105,110150,3,1.5,2,1825,4.1,5,5,0,10
0,4.9,59.9,1124,209598,1,23.5,2,30,4.6,4,6,5,268
0,4.8,59.9,216,216,3,17.0,2,90,4.8,6,6,0,32
0,4.8,59.9,307,817,4,3.0,2,515,4.7,10,6,0,73
1,4.7,59.9,241,241,7,27.0,2,30,4.7,6,7,0,43
0,4.6,59.9,22521,228583,5,16.5,2,30,4.6,8,6,5,3838
0,4.4,59.9,15393,228583,1,14.5,2,485,4.6,4,7,5,2250
0,4.5,59.9,13038,304879,1,12.5,2,0,4.4,8,6,5,1538
0,4.5,59.9,130,199,10,3.5,2,90,4.6,8,6,0,33
0,4.8,59.9,26,26,8,13.0,2,730,4.8,8,7,0,11
0,4.9,59.9,200,65079,3,17.0,2,90,4.6,9,6,0,46
0,4.7,59.9,1835,335374,7,16.5,2,0,4.6,18,6,5,233
0,4.7,59.9,8673,4,7,11.5,2,2190,4.4,7,6,5,2058
0,4.7,59.9,17,57,1,3.5,2,915,4.7,1,5,0,3
0,4.6,59.9,2944,77102,1,10.0,2,30,4.5,4,6,0,335
0,4.7,59.9,6535,33194,1,9.5,2,215,4.5,3,5,5,1661
0,4.3,59.9,4234,96519,7,11.0,2,2375,4.7,7,6,5,836
0,4.1,59.9,87,87,3,16.5,2,2310,4.1,4,5,0,12
0,5.0,59.9,11,3572,1,2.5,2,30,4.7,12,6,0,0
0,4.6,59.9,18727,468529,1,8.0,2,1125,4.8,3,6,5,6180
0,4.8,59.9,5110,127833,10,28.5,2,215,4.7,5,6,5,1128
0,4.6,59.9,29251,133075,1,20.0,2,30,4.7,6,6,5,11075
0,4.2,59.9,6,1964,4,1.5,2,1065,4.4,1,6,0,2
0,4.0,59.9,395,5572,1,1.0,2,215,4.0,5,5,0,69
0,4.4,59.9,239,34736,5,4.0,2,215,4.6,5,6,0,47
0,4.5,59.9,362,34736,1,4.0,2,215,4.6,7,5,5,65
0,4.5,59.9,254,254,4,17.0,2,275,4.5,12,8,0,76
0,4.8,59.9,5282,14488,1,13.0,2,670,4.5,5,6,5,842
0,4.0,59.9,983,5587,10,4.0,2,90,4.0,23,6,0,116
0,4.0,59.9,1044,40661,13,28.5,2,185,4.2,13,6,5,85
0,4.8,59.9,148,22310,3,4.5,2,120,4.6,4,6,0,23
0,4.5,59.9,1524,22310,2,4.0,2,120,4.6,4,6,0,198
0,4.8,59.9,89,8587,1,28.0,2,30,4.4,7,5,0,11
0,4.1,59.9,4779,662,4,26.5,2,365,3.9,11,6,5,324
0,4.8,59.9,1159,61670,2,14.0,2,120,4.7,6,7,0,186
1,4.9,59.9,411,4814,142,20.0,12,120,4.8,5,6,0,39
0,4.5,59.9,960,34736,6,9.0,2,90,4.6,9,6,5,128
0,4.6,59.9,753,61670,3,11.0,2,215,4.7,5,5,5,143
0,4.6,59.9,10,10,1,1.5,2,90,4.6,6,6,0,6
1,4.6,59.9,382,39510,5,12.0,2,365,4.5,13,6,0,69
0,4.5,59.9,830,131664,2,10.0,2,30,4.4,8,6,0,181
0,4.6,59.9,353,22310,4,8.5,2,120,4.6,4,5,0,60
0,5.0,59.9,10,34,5,2.0,2,90,5.0,4,5,0,0
1,4.5,59.9,897,38902,3,3.0,2,90,4.6,16,6,5,226
0,5.0,59.9,14,12352,1,3.0,2,455,4.7,2,5,0,0
0,4.3,59.9,173,908,2,1.0,2,275,4.6,4,5,0,35
0,4.2,59.9,42,501,4,7.0,2,275,4.3,5,6,0,6
0,4.7,59.9,2346,61670,4,17.0,2,120,4.7,12,6,0,537
0,4.7,59.9,394,22888,2,6.0,2,790,4.7,4,6,0,156
1,4.4,59.9,281,281,2,7.0,2,90,4.4,3,6,0,65
0,3.9,59.9,3097,7514,1,1.5,2,365,4.3,6,6,0,538
0,4.8,59.9,782,782,1,1.0,2,245,4.8,4,5,0,9
0,4.6,59.9,508,20220,4,1.5,2,1095,4.5,6,6,0,46
0,4.8,59.9,1908,61670,3,19.5,2,90,4.7,9,7,5,275
0,4.1,59.9,170,314,3,5.5,2,1400,4.0,4,6,0,46
0,3.9,59.9,163,7912,1,2.5,2,215,4.4,8,6,0,21
0,4.6,59.9,1048,61692,2,1.5,2,215,4.7,4,6,0,42
0,4.0,59.9,121,317,3,6.0,2,580,4.5,1,6,0,14
0,4.6,59.9,720,335374,2,5.5,2,0,4.6,14,5,5,126
0,4.7,59.9,2346,61692,4,17.0,2,120,4.7,12,6,0,537
0,4.8,59.9,420,26331,1,6.5,2,850,4.5,3,7,0,107
0,4.9,59.9,50,50,3,9.0,2,820,4.9,6,6,0,13
0,4.5,59.9,632,632,1,3.5,2,2220,4.5,3,6,0,112
0,4.8,59.9,868,5801,3,18.0,2,1065,4.5,12,6,0,179
0,3.9,59.9,333,5587,9,4.0,2,90,4.0,6,6,0,33
0,3.7,59.9,41,1315,1,8.5,2,485,3.9,7,6,0,8
0,4.7,59.9,135,131664,1,10.0,2,1855,4.4,9,6,0,6
0,4.7,59.9,130,3136,2,19.0,2,455,4.6,5,6,0,20
0,4.7,59.9,1120,17128,2,15.0,2,90,4.5,2,6,0,7
0,4.2,59.9,19296,131664,6,3.0,2,880,4.4,4,6,0,989
0,3.8,59.9,41,6673,1,6.0,2,640,4.1,16,6,0,10
0,4.1,59.9,3701,6821,1,5.5,2,700,4.6,5,7,0,84
0,4.8,59.9,27,27,3,1.0,2,335,4.8,3,6,0,6
0,4.5,59.9,1439,7045,1,2.5,2,335,4.3,10,6,0,245
0,4.5,59.9,4,4,20,31.0,2,1735,4.5,4,6,0,0
0,4.1,59.9,905,1640,6,18.5,2,90,4.0,17,6,0,81
1,4.6,59.9,1387,3081,1,19.5,2,245,4.6,6,6,5,208
0,4.1,59.9,71,71,11,10.5,2,150,4.1,4,6,0,25
0,5.0,59.9,33,4814,8,16.5,2,60,4.8,12,6,0,5
0,4.6,59.9,8110,29963,30,28.0,2,90,4.6,3,7,5,2362
0,4.9,59.9,9056,468529,32,27.0,2,60,4.8,13,6,5,1105
1,4.7,59.9,8449,14400,8,8.0,2,30,4.6,8,5,0,1489
1,4.6,59.9,3511,17642,2,15.5,2,120,4.5,8,6,0,456
0,4.6,59.9,1290,2,32,24.5,2,30,4.6,6,5,5,282
1,4.5,59.9,1445,337,1,3.5,2,760,4.5,8,7,5,337
0,4.8,59.9,24,24,2,7.0,2,60,4.8,4,6,0,4
1,4.6,59.9,563,34736,1,6.0,2,215,4.6,8,6,5,126
0,5.0,59.9,32,32,3,7.5,2,0,5.0,30,6,0,2
0,5.0,59.9,131,12352,1,3.5,2,0,4.7,4,5,0,4
0,4.9,59.9,908,22313,4,8.0,2,120,4.6,8,6,0,157
0,4.3,59.9,10008,34736,3,5.0,2,215,4.6,8,5,5,878
0,4.5,59.9,792,59395,4,13.0,2,975,4.5,6,6,0,159
0,4.1,59.9,1454,662,1,15.5,2,335,3.9,7,6,0,66
0,4.3,59.9,159,16493,4,24.0,2,580,4.2,6,5,0,15
1,4.3,59.9,955,34736,1,4.0,2,215,4.6,4,5,5,258
0,3.9,59.9,103,103,1,11.5,2,790,3.9,6,6,0,16
0,3.8,59.9,99,99,1,4.5,2,1945,3.8,29,5,0,12
0,5.0,59.9,5349,5357,2,3.5,2,30,5.0,4,6,5,64
0,4.6,59.9,929,929,6,3.5,2,670,4.6,8,6,0,214
0,4.5,59.9,1117,98155,14,28.5,2,0,4.4,19,6,5,185
1,4.6,59.9,2170,5151,1,8.5,2,580,4.5,6,6,5,341
