best_seller,course_rating_avarage,course_price,num_of_buyers_students,amount_of_instructor_studnets,num_articles,video_time_length,number_of_languages,last_update,instructor_rank,amount_of_what_you_will_learn_count,amount_of_requirments_count,amount_of_companies_support,course_rating_amount
0,4.7,59.9,1923,3571,1,10.5,2,515,4.6,5,6,5,101
0,4.6,59.9,20048,1446632,4,16.0,2,150,4.4,10,5,0,143
0,4.6,59.9,59,198,1,3.0,2,245,4.3,4,7,0,8
0,5.0,59.9,13,15271,2,3.0,2,60,4.4,20,5,0,2
0,4.4,59.9,2450,8115,7,6.5,2,670,4.2,4,6,5,288
0,4.5,59.9,505,76583,3,2.5,2,90,4.5,6,6,0,66
0,5.0,59.9,53,32777,3,4.5,2,90,4.4,4,6,0,0
0,5.0,59.9,19,129,1,1.0,2,245,4.3,10,6,0,0
0,4.5,59.9,127,617,1,7.0,2,305,4.6,1,5,0,29
0,4.6,59.9,412,18915,1,2.5,2,2100,4.6,5,6,0,72
0,4.7,59.9,32,6207,14,1.5,2,150,4.6,6,7,0,7
0,4.6,59.9,251,10386,15,7.0,2,365,4.2,11,6,0,23
0,4.5,59.9,29619,29619,1,21.5,9,790,4.5,2,6,5,4016
0,4.0,59.9,987,12889,8,6.5,2,1610,3.7,11,6,0,150
0,4.5,59.9,467,13914,2,3.5,2,485,4.6,7,6,5,50
0,3.6,59.9,21,8531,5,3.0,2,245,4.1,8,5,0,2
0,4.6,59.9,75,76583,2,3.0,2,60,4.5,4,6,0,14
0,4.2,59.9,68,68,11,3.5,2,975,4.2,11,7,0,10
0,4.3,59.9,19,345,1,3.5,2,395,4.3,3,6,0,4
0,4.5,59.9,6369,65297,2,1.5,2,975,3.8,6,5,0,156
0,4.3,59.9,38517,492,1,1.0,2,90,4.3,5,5,0,204
0,4.0,59.9,801,12889,2,5.5,2,1520,3.7,15,6,0,121
0,3.9,59.9,158,199,2,1.5,2,305,4.1,6,6,0,13
0,3.9,59.9,27864,294868,7,4.5,2,550,4.3,13,6,0,186
0,4.2,59.9,938,13273,6,3.0,2,640,4.4,5,6,0,44
0,4.0,59.9,330,12889,8,5.0,2,1705,3.7,13,6,0,44
0,3.6,59.9,535,4177,3,2.5,2,1520,3.9,7,6,0,61
0,4.1,59.9,224558,1155192,3,5.0,2,60,4.2,6,5,0,4118
0,3.9,59.9,1724,936,1,5.5,2,1645,3.7,6,7,0,16
0,4.2,59.9,40154,45,1,1.0,2,90,4.1,5,5,0,122
0,4.1,59.9,16731,725476,1,8.0,2,365,4.1,20,6,0,173
0,3.7,59.9,27,45185,2,13.0,2,215,4.4,13,5,0,3
0,4.0,59.9,20,121,2,1.5,2,120,4.3,9,6,0,0
0,3.5,59.9,640,1294618,1,4.5,2,1975,4.3,1,6,0,47
0,4.0,59.9,2530,1,16,3.0,2,790,4.0,2,7,0,31
0,3.6,59.9,732,14161,1,1.0,2,485,4.0,4,6,0,39
0,3.6,59.9,32,2054,6,1.5,2,790,4.0,8,6,0,5
0,4.8,59.9,14513,54923,26,3.0,2,120,4.6,6,6,0,157
1,4.6,59.9,25643,39010,19,9.5,7,30,4.6,11,6,5,4786
0,4.5,59.9,35617,156997,192,28.0,2,60,4.6,9,7,0,100
1,4.6,59.9,3462,24791,29,11.0,2,60,4.6,7,6,0,705
0,4.4,59.9,197,6819,1,7.5,2,30,4.5,4,6,0,16
0,4.7,59.9,5101,24,7,9.5,2,30,4.7,8,6,0,244
0,4.6,59.9,13703,77593,3,4.5,2,185,4.6,6,6,0,161
0,4.6,59.9,17023,207659,5,18.5,2,90,4.6,8,5,0,387
0,4.8,59.9,861,581551,10,30.5,2,30,4.5,22,6,0,88
0,4.5,59.9,2755,29119,8,9.0,2,305,4.5,10,6,5,356
0,4.4,59.9,516,1279,1,4.0,2,880,4.3,5,6,0,33
0,4.5,59.9,858,64008,3,2.0,2,120,4.4,5,6,0,29
0,4.4,59.9,2917,263622,3,5.0,2,880,4.5,8,6,5,569
0,4.3,59.9,115,16,1,12.0,2,485,4.3,10,5,0,16
0,4.6,59.9,10265,10265,6,2.0,2,120,4.6,8,6,0,123
0,4.8,59.9,467,30913,5,4.5,2,60,4.6,10,6,5,55
0,4.8,59.9,10092,10092,1,2.0,2,820,4.8,8,6,0,790
0,4.3,59.9,6976,160635,2,7.0,2,215,4.4,10,5,0,118
0,3.8,59.9,639,22881,1,6.5,2,30,4.0,5,5,0,24
0,4.2,59.9,1067,725476,1,7.5,2,305,4.1,13,6,0,87
0,4.1,59.9,5357,163666,1,13.0,2,1610,4.3,2,6,0,83
0,4.4,59.9,20911,105,4,4.0,2,670,4.6,18,6,0,659
0,4.3,59.9,163,19035,1,1.5,2,305,4.4,4,7,0,24
0,4.5,59.9,80,21686,10,9.5,2,515,4.3,4,6,0,2
0,4.4,59.9,13878,725476,4,11.5,2,335,4.1,11,6,0,138
0,4.5,59.9,1674,13337,3,6.0,2,610,4.0,10,7,0,93
0,4.1,59.9,20230,41008,1,12.5,2,580,4.2,10,6,0,2099
0,4.7,59.9,66,1596,1,1.0,2,30,4.6,3,5,5,11
0,4.1,59.9,27827,268617,1,6.0,2,275,4.3,4,6,5,5800
1,4.6,59.9,25580,1446632,3,5.5,2,150,4.4,6,5,0,102
0,4.3,59.9,1137,1776,2,2.5,2,730,4.2,4,6,5,184
0,4.2,59.9,3196,10083,1,12.0,2,120,4.4,4,6,0,488
0,5.0,59.9,3198,105,3,2.5,2,30,4.6,16,5,0,452
0,5.0,59.9,2,1,2,1.0,2,580,5.0,4,6,0,0
0,4.4,59.9,783,725476,1,3.0,2,365,4.1,10,5,0,36
0,4.3,59.9,83,83,2,2.0,2,640,4.3,10,6,0,15
0,4.7,59.9,1141,12,17,5.0,2,185,4.7,10,6,0,12
0,4.4,59.9,7660,33622,1,3.5,2,365,4.3,3,5,0,75
0,3.6,59.9,513,12889,1,7.0,2,915,3.7,15,6,0,143
0,4.5,59.9,1360,1360,1,8.5,2,245,4.5,3,6,0,69
0,4.3,59.9,46489,850912,1,2.0,2,90,4.0,4,6,0,230
0,4.4,59.9,2941,83497,8,1.5,2,515,4.4,17,5,0,11
0,3.4,59.9,106,680,2,1.5,2,700,3.9,5,6,0,24
0,4.5,59.9,11358,135346,4,2.5,2,90,4.5,5,6,5,3466
0,4.5,59.9,95,1596,1,1.0,2,30,4.6,4,5,5,13
0,4.0,59.9,1127,1084,8,3.5,2,120,4.2,5,6,0,180
0,4.4,59.9,541,2267,6,5.5,2,275,4.0,6,5,0,177
0,4.2,59.9,1197,13273,9,7.0,2,640,4.4,4,6,0,88
0,3.5,59.9,66,2119,4,3.5,2,1460,4.0,8,6,0,12
0,4.5,59.9,1674,13337,3,6.0,2,610,4.0,10,7,0,94
0,3.7,59.9,2347,109953,3,10.5,2,515,4.2,4,6,0,360
0,3.9,59.9,22,10390,7,3.5,2,395,4.3,8,5,0,2
0,4.0,59.9,9225,9607,1,1.0,2,90,4.1,6,6,0,31
0,3.4,59.9,4460,100051,4,5.0,2,580,3.7,22,6,0,9
0,3.8,59.9,156,14377,2,6.5,2,90,4.3,5,5,0,22
0,4.3,59.9,9757,18095,1,2.0,2,515,4.1,16,5,0,90
0,4.2,59.9,1197,13274,9,7.0,2,640,4.4,4,6,0,88
0,3.9,59.9,205,123906,17,5.0,2,1280,4.3,5,6,0,39
0,3.8,59.9,717,80908,5,9.5,2,215,4.3,12,6,0,48
0,4.3,59.9,11396,23606,5,2.5,2,515,3.9,5,6,0,37
0,3.8,59.9,32049,45,1,1.0,2,90,4.1,6,5,0,97
0,3.9,59.9,984,12890,7,6.5,2,1645,3.7,7,6,0,129
0,4.0,59.9,2416,63665,4,2.5,2,1185,4.3,5,5,0,255
0,4.2,59.9,5653,100051,8,3.5,2,485,3.7,13,7,0,11
0,3.8,59.9,4207,725488,1,2.0,2,365,4.1,7,6,0,31
0,4.0,59.9,49597,851063,1,1.0,2,90,4.0,4,5,0,271
0,3.9,59.9,5028,17144,7,1.0,2,1245,4.3,1,6,0,189
0,3.7,59.9,22,324,3,1.5,2,790,4.3,4,6,0,2
0,3.7,59.9,1192,231054,17,1.0,2,2375,4.2,3,7,0,231
0,3.9,59.9,181,83581,20,3.0,2,1340,3.8,5,5,0,23
0,4.4,59.9,489,3013,1,1.5,2,2465,4.1,13,6,0,44
0,3.4,59.9,110,12890,7,5.5,2,1215,3.7,11,6,0,8
0,4.0,59.9,336,393749,13,3.5,2,1885,3.9,6,6,0,21
0,4.1,59.9,2236,13730,1,1.5,2,1735,4.4,3,6,0,8
0,4.2,59.9,11,3,2,1.0,2,640,4.2,4,6,0,3
0,3.9,59.9,106,106,6,1.0,2,1490,3.9,3,6,0,21
0,4.2,59.9,1009,2267,3,6.5,2,275,4.0,5,7,0,140
0,4.1,59.9,21,415,1,2.0,2,245,4.3,6,6,0,5
0,4.6,59.9,62411,71339,51,6.0,2,90,4.5,10,6,5,14886
0,3.8,59.9,61595,851063,1,1.0,2,90,4.0,6,6,0,435
0,4.0,59.9,1273,10271,2,2.5,2,1705,4.2,5,6,0,103
0,4.5,59.9,22415,24,57,24.0,2,30,4.7,20,7,0,2900
0,4.0,59.9,1457,75068,8,3.5,2,1610,4.3,2,6,0,129
0,4.7,59.9,25275,157008,291,28.0,2,60,4.6,10,5,0,26
0,4.5,59.9,137,129564,1,1.5,2,485,4.2,3,5,0,18
0,4.7,59.9,2417,11941,1,9.0,2,880,4.5,4,6,0,24
0,4.3,59.9,212,212,7,6.0,2,820,4.3,8,6,0,40
0,4.6,59.9,23095,424079,11,23.5,2,30,4.5,2,7,5,3549
0,4.6,59.9,825,8794,128,21.5,2,90,4.5,13,6,0,59
0,4.6,59.9,643,46185,1,5.0,2,30,4.5,5,6,5,67
0,4.5,59.9,8636,11152,2,7.0,2,335,4.6,6,6,5,1591
0,4.9,59.9,6758,164120,4,5.0,2,30,4.6,5,6,0,148
0,4.3,59.9,6872,59975,1,1.0,2,1065,4.5,5,6,5,2065
0,4.6,59.9,790,12890,6,6.0,2,700,3.7,8,6,0,68
0,4.5,59.9,787,104187,5,6.0,2,395,4.6,3,6,0,91
0,3.7,59.9,267,18953,3,2.0,2,365,4.4,13,6,0,52
1,4.6,59.9,40279,468946,21,15.0,3,60,4.6,6,6,5,9253
0,4.6,59.9,47,47,2,12.0,2,90,4.6,18,6,0,3
0,4.2,59.9,783,18919,1,4.5,2,2250,4.6,6,6,0,99
0,5.0,59.9,20,315,1,1.0,2,395,4.4,7,7,0,6
0,4.6,59.9,2367,57532,4,2.0,2,245,4.4,3,6,0,81
0,4.6,59.9,1956,83405,1,2.0,2,185,4.1,4,5,0,13
0,4.2,59.9,23289,76147,1,5.0,2,610,4.2,6,5,0,116
0,4.5,59.9,8637,11152,2,7.0,2,335,4.6,6,6,5,1591
1,4.5,59.9,5649,6368,13,2.0,2,150,4.4,13,6,5,719
0,4.2,59.9,358,1885205,3,2.5,2,30,4.6,8,5,0,47
0,4.0,59.9,6081,37428,13,2.0,2,30,4.1,9,6,0,16
0,4.5,59.9,37094,52725,13,20.0,3,30,4.6,8,7,5,5500
0,4.7,59.9,9636,9,16,13.5,2,150,4.6,6,6,5,1249
1,4.6,59.9,94724,52725,25,17.0,9,60,4.6,6,7,5,17033
0,4.0,59.9,440,206,15,3.5,2,550,4.2,13,6,0,22
0,4.2,59.9,3059,160645,1,1.0,2,215,4.4,8,5,5,176
0,4.5,59.9,263,250,1,15.5,2,30,4.5,22,6,0,24
0,4.4,59.9,125,888,9,10.5,2,30,4.7,9,6,0,8
0,4.4,59.9,262,6369,2,7.5,2,90,4.7,4,6,0,77
0,4.5,59.9,365,250,1,15.0,2,30,4.5,26,6,5,37
0,3.4,59.9,1102,5633,2,1.5,2,30,4.3,4,6,0,3
0,4.3,59.9,787,231063,6,1.5,2,1795,4.2,4,6,0,94
0,5.0,59.9,584,14161,1,1.5,2,215,4.0,9,5,0,2
0,4.3,59.9,207,26323,2,2.5,2,880,4.3,5,6,0,41
0,3.9,59.9,93,6518,6,3.5,2,30,4.1,13,6,0,12
0,4.3,59.9,110,460,3,31.0,2,1795,3.9,6,6,0,19
0,4.2,59.9,14017,193218,1,2.0,2,30,4.3,6,6,0,76
0,4.4,59.9,775,49486,8,2.0,2,1975,3.9,3,6,0,35
1,4.4,59.9,11360,82415,1,2.5,2,215,4.4,9,6,5,1755
0,4.3,59.9,5191,770,2,3.0,2,700,4.3,6,7,5,770
0,4.3,59.9,1271,725505,1,4.0,2,365,4.1,13,5,0,20
0,4.3,59.9,3943,725505,1,3.5,2,365,4.1,10,5,0,58
0,4.3,59.9,76,652,2,3.5,2,215,4.0,6,6,0,11
0,4.5,59.9,102,102,5,4.5,2,245,4.5,6,6,0,26
0,3.6,59.9,4110,17227,1,1.5,2,760,3.8,8,6,0,84
0,4.4,59.9,148,1855,1,3.0,2,1580,4.3,7,5,0,33
0,4.6,59.9,767,3022,2,1.0,2,185,4.1,4,6,0,232
0,4.8,59.9,342,342,15,5.5,2,365,4.8,1,6,0,50
0,4.5,59.9,2428,13274,22,12.0,2,580,4.4,4,5,0,61
0,4.4,59.9,1419,348,1,1.0,2,305,4.1,10,5,0,13
0,4.5,59.9,531,531,3,1.5,2,1245,4.5,7,6,0,7
0,4.7,59.9,1845,9044,18,4.5,2,1610,4.1,4,6,0,175
0,4.4,59.9,1576,23784,12,1.0,2,945,4.2,5,6,0,24
0,4.4,59.9,65,1039,12,5.0,2,395,4.4,14,6,0,10
0,4.6,59.9,3237,8213,1,2.5,2,730,4.3,6,5,0,43
0,4.6,59.9,759,51385,4,1.0,2,730,4.4,13,6,5,223
0,3.9,59.9,15,355,1,1.0,2,365,4.4,4,6,0,4
0,4.6,59.9,1825,10760,3,1.5,2,1400,4.4,5,6,0,90
0,4.4,59.9,43,2816,2,1.5,2,610,4.3,4,6,0,15
0,4.3,59.9,355,1349,1,3.5,2,1675,4.4,3,6,0,32
0,3.7,59.9,53852,73,1,2.5,2,90,4.0,17,5,0,247
0,4.0,59.9,10804,1243415,1,6.0,2,1280,3.9,3,6,0,103
0,4.1,59.9,49,21701,9,21.0,2,1430,4.3,5,6,0,12
0,4.3,59.9,7636,23224,2,8.0,2,975,4.4,5,5,5,946
0,3.9,59.9,39,13,2,1.0,2,1795,3.9,3,6,0,13
1,4.4,59.9,6782,19038,6,4.5,2,580,4.4,7,7,5,1079
0,4.4,59.9,43409,851355,1,1.0,2,90,4.0,6,5,0,252
0,3.7,59.9,63,106,3,3.5,2,90,3.8,13,6,0,10
0,4.1,59.9,1223,49486,13,3.0,2,1125,3.9,1,6,0,95
0,3.5,59.9,13788,66558,4,1.5,2,2220,4.4,7,6,0,167
0,3.9,59.9,1729,7673,1,2.5,2,1795,4.2,8,7,0,77
0,3.9,59.9,11297,725505,3,4.0,2,275,4.1,15,6,0,117
0,3.7,59.9,112,96019,1,2.0,2,580,4.2,7,6,0,32
0,3.6,59.9,1043,9044,24,6.0,2,1490,4.1,4,6,0,35
0,3.5,59.9,29757,851355,1,1.0,2,90,4.0,5,5,0,198
0,4.1,59.9,649,7673,1,2.5,2,1795,4.2,3,7,0,24
0,4.1,59.9,2103,252543,2,9.0,2,1065,4.4,9,6,0,272
0,3.5,59.9,143055,9607,7,8.5,2,30,4.1,20,6,0,1251
0,4.5,59.9,391755,1446732,15,7.5,2,30,4.4,9,6,5,14323
0,4.5,59.9,39126,1207828,5,2.5,7,245,4.5,6,6,5,9696
1,4.6,59.9,22519,130401,2,9.0,2,30,4.5,5,6,5,4659
1,4.5,59.9,34752,57313,4,1.0,2,455,4.5,3,6,5,8099
1,4.5,59.9,50092,35,4,1.0,7,185,4.6,7,6,5,12374
1,4.7,59.9,69960,286281,16,11.0,9,30,4.7,8,6,5,14584
1,4.6,59.9,313532,71398,143,20.0,11,60,4.7,5,6,5,68727
0,4.3,59.9,4121,48155,11,2.5,6,120,4.5,7,6,0,635
0,4.1,59.9,647,108,9,14.5,2,1065,4.1,10,7,0,108
1,4.5,59.9,55380,99999,20,19.0,6,700,4.5,7,6,5,4347
1,4.5,59.9,21339,298684,10,1.5,7,820,4.5,4,6,5,8424
0,4.5,59.9,61181,725422,4,7.0,2,30,4.5,33,6,5,2475
0,4.4,59.9,108790,551693,1,6.0,10,1370,4.4,6,6,5,23474
0,4.5,59.9,21622,589650,2,11.5,3,215,4.6,10,6,0,3296
0,4.5,59.9,37143,52724,13,20.0,3,30,4.6,8,7,5,5500
0,4.7,59.9,9674,9,16,13.5,2,150,4.6,6,6,5,1248
1,4.6,59.9,94910,52724,25,17.0,9,60,4.6,6,7,5,17033
0,4.5,59.9,269,250,1,15.5,2,30,4.4,22,6,0,24
0,4.4,59.9,127,900,12,14.0,2,30,4.7,9,6,0,8
0,4.4,59.9,265,6403,2,7.5,2,30,4.7,4,6,0,77
0,4.5,59.9,392,250,1,15.0,2,30,4.4,26,6,5,37
0,3.4,59.9,1102,5634,2,1.5,2,30,4.3,4,6,0,3
0,4.3,59.9,6144,26932,34,13.5,2,150,4.4,5,6,5,810
0,4.2,59.9,3783,4329,8,4.5,2,365,4.1,10,7,5,402
0,3.7,59.9,2575,38694,1,6.0,2,1735,3.7,8,6,0,70
0,3.8,59.9,2518,32857,5,4.0,2,90,4.4,13,5,0,508
0,3.6,59.9,1053,7435,16,9.5,2,185,3.8,10,6,0,83
0,4.0,59.9,403,12902,1,9.0,2,485,3.9,19,6,0,45
0,3.5,59.9,321,1243534,1,3.5,2,1280,3.9,4,5,0,60
0,4.7,59.9,328,159285,3,10.0,2,185,4.5,6,6,0,35
1,4.5,59.9,24076,591408,1,2.0,2,215,4.6,2,7,5,8059
0,4.5,59.9,37191,1890061,4,3.5,7,215,4.6,5,6,5,9452
0,4.5,59.9,32945,11238,1,5.5,7,60,4.5,16,6,5,10074
0,4.3,59.9,86,23457,1,1.5,2,245,4.1,4,6,0,17
0,4.4,59.9,70245,361640,5,17.5,8,60,4.5,4,6,5,19641
0,4.9,59.9,22434,9226,3,19.0,2,455,4.5,10,6,0,565
0,4.7,59.9,27063,2861060,75,27.0,2,30,4.6,6,6,5,1981
0,3.9,59.9,3864,3864,2,2.0,2,335,3.9,4,6,0,44
0,4.4,59.9,19465,726027,1,10.0,2,30,4.1,7,6,0,246
0,3.5,59.9,2265,726027,3,7.0,2,120,4.1,7,6,0,17
0,4.6,59.9,144921,1425537,54,28.5,7,185,4.7,7,6,5,42523
0,5.0,59.9,110,9551,2,22.0,2,30,4.6,8,6,0,4
1,4.4,59.9,111846,30053,1,24.0,9,305,4.4,8,6,5,25296
0,4.5,59.9,84008,958430,23,21.0,7,0,4.5,4,5,5,6945
1,4.6,59.9,105676,157895,1,3.0,4,30,4.6,3,6,5,33941
0,4.6,59.9,42404,30634,25,27.5,2,150,4.5,8,7,5,2892
0,4.8,59.9,53,53,31,6.5,2,30,4.8,12,6,0,2
1,4.6,59.9,14423,15072,2,5.5,2,150,4.6,5,6,5,1002
0,4.4,59.9,370,206,9,3.0,2,395,4.2,9,6,0,16
1,4.6,59.9,38397,205326,5,5.0,4,30,4.7,1,5,5,4990
0,4.5,59.9,7275,17368,4,2.0,2,90,4.4,6,6,5,1672
0,4.4,59.9,8085,8085,1,6.0,2,975,4.4,4,6,0,654
0,4.9,59.9,549,549,3,5.0,2,215,4.9,6,5,5,91
0,4.7,59.9,17170,17170,15,3.0,2,245,4.7,3,7,5,2370
0,4.4,59.9,265,6404,2,7.5,2,30,4.7,4,6,0,77
0,4.5,59.9,13657,139151,5,1.0,2,30,4.4,5,6,5,2135
1,4.3,59.9,3218,8639,19,20.5,2,820,4.5,3,7,0,289
0,4.5,59.9,1236,35078,12,2.0,2,30,4.5,11,5,5,253
0,4.6,59.9,210,2833,1,2.5,2,730,4.6,7,5,0,50
0,4.5,59.9,14592,53,5,12.5,2,305,4.5,8,6,5,2944
0,4.3,59.9,20335,83547,2,13.0,2,515,4.3,1,6,5,2270
1,4.2,59.9,9578,1485,1,4.0,2,275,4.4,9,6,5,218
0,4.7,59.9,3158,29160,1,2.5,2,945,4.4,5,6,0,75
0,4.4,59.9,158127,272855,1,2.5,2,245,4.5,5,6,0,2014
0,4.4,59.9,6443,170362,13,3.0,2,90,4.6,8,6,5,1804
0,4.3,59.9,1310,7751,1,7.5,2,215,4.2,21,6,0,126
0,4.4,59.9,5149,124052,2,9.5,2,515,4.3,7,6,0,181
0,4.6,59.9,281,15701,20,6.5,2,880,4.4,6,6,0,26
0,4.2,59.9,265,2833,1,3.5,2,1095,4.6,6,5,0,34
0,4.5,59.9,644,644,2,3.0,2,455,4.5,7,6,0,102
0,4.3,59.9,422,3638,7,24.0,2,335,4.6,6,5,5,41
0,4.4,59.9,10639,127713,8,1.0,2,2375,4.6,4,5,0,370
0,4.7,59.9,522,470872,10,6.0,2,275,4.6,6,6,5,70
0,4.2,59.9,13624,960,53,6.5,2,425,3.8,6,6,0,121
0,4.2,59.9,26454,198181,1,1.5,2,90,4.3,6,6,0,268
0,4.3,59.9,100869,1156920,1,4.0,2,60,4.2,6,5,0,1251
0,4.8,59.9,2676,29694,1,5.5,2,1310,4.4,1,6,5,309
0,4.4,59.9,43280,190874,1,1.0,2,215,4.4,6,6,0,520
0,4.8,59.9,46,1205,5,6.5,2,640,4.7,4,5,0,8
0,4.7,59.9,333,1967,5,1.0,2,880,4.4,1,6,0,24
0,4.4,59.9,127,901,12,14.0,2,30,4.7,9,6,0,8
0,3.9,59.9,394,602,1,3.5,2,1215,4.3,6,7,0,69
0,4.7,59.9,9675,9,16,13.5,2,150,4.6,6,6,5,1248
0,4.3,59.9,53,53,1,1.5,2,365,4.3,7,5,0,15
0,4.5,59.9,148,76685,2,2.0,2,90,4.5,5,6,0,37
0,4.4,59.9,265,6405,2,7.5,2,30,4.7,4,6,0,77
0,4.3,59.9,177406,1156920,1,4.5,2,60,4.2,4,5,0,3121
0,4.1,59.9,3474,1294915,1,5.0,2,1975,4.3,2,6,0,621
1,4.4,59.9,3576,551693,1,1.0,2,1765,4.4,6,5,0,505
0,4.1,59.9,1092,21699,1,7.0,2,1095,4.3,3,6,0,58
0,4.5,59.9,351,183224,2,4.0,2,1280,4.7,8,6,0,44
0,4.1,59.9,18247,205975,5,1.0,2,1035,4.6,6,6,0,260
0,3.9,59.9,4007,59444,4,8.0,2,1705,3.9,9,6,0,35
0,4.0,59.9,133,49498,3,2.5,2,1005,3.9,3,6,0,20
0,3.6,59.9,3881,5282,2,3.5,2,2525,3.7,4,6,0,696
0,4.0,59.9,3270,15187,4,7.0,2,945,4.4,36,5,5,215
0,4.3,59.9,247,801736,1,5.0,2,1945,4.2,2,6,0,41
0,4.6,59.9,238,21699,7,6.5,2,1460,4.3,4,6,0,10
0,4.5,59.9,1212,4575,2,1.5,2,1795,4.6,3,5,0,127
0,4.2,59.9,84,2423,4,10.0,2,425,3.9,6,5,0,23
0,4.2,59.9,60,60,1,1.0,2,1885,4.2,5,6,0,11
0,3.9,59.9,95,64148,4,1.0,2,215,4.4,5,5,0,20
0,3.5,59.9,49,21699,2,5.0,2,185,4.3,1,6,0,4
0,4.2,59.9,5,235,2,1.5,2,640,4.1,6,6,0,3
0,3.9,59.9,1145,4610,1,1.0,2,2645,4.1,6,6,0,19
0,3.7,59.9,640,39856,1,7.5,2,1885,3.7,4,6,0,142
0,3.8,59.9,483,30403,4,2.0,2,1765,3.8,4,5,0,54
0,3.5,59.9,258,2201,3,3.5,2,1885,4.1,3,6,0,14
0,4.6,59.9,210,2834,1,2.5,2,730,4.6,7,5,0,50
1,4.6,59.9,115122,1220447,3,9.0,5,60,4.6,13,6,5,6120
1,4.7,59.9,19521,12844,27,7.5,2,0,4.7,10,6,0,4078
1,4.7,59.9,40320,55943,8,4.0,2,60,4.6,4,7,5,7007
1,4.8,59.9,37827,155977,1,10.5,5,30,4.6,29,6,5,6017
0,4.6,59.9,2314,185,1,8.5,8,90,4.6,11,6,5,177
0,4.7,59.9,5782,11,6,23.0,2,90,4.6,12,7,5,443
0,4.6,59.9,10549,10549,2,10.0,2,150,4.6,6,9,0,82
0,4.3,59.9,3854,7357,2,2.5,2,60,4.4,9,6,0,639
0,4.7,59.9,18288,9,12,10.5,2,0,4.6,7,7,5,2417
0,4.6,59.9,1749,4950,13,10.5,2,150,4.7,15,6,0,315
0,4.6,59.9,39433,74086,1,6.0,6,30,4.4,6,6,5,1101
0,4.9,59.9,4141,19326,2,1.5,2,1550,4.0,6,6,0,71
0,4.6,59.9,1588,23215,9,3.5,2,150,4.4,4,6,0,16
0,4.5,59.9,635,794,1,7.0,2,2010,4.2,4,6,0,12
0,4.8,59.9,872,4562,1,1.5,2,425,4.2,6,6,0,15
0,4.4,59.9,54,3204,1,6.0,2,30,4.5,27,6,0,10
0,4.4,59.9,12961,843281,5,1.5,2,945,4.4,4,6,0,152
0,4.5,59.9,37152,52724,13,20.0,3,30,4.6,8,7,5,5500
0,4.7,59.9,9677,9,16,13.5,2,150,4.6,6,6,5,1248
1,4.6,59.9,94948,52724,25,17.0,9,60,4.6,6,7,5,17033
0,3.8,59.9,9185,76048,2,7.5,2,945,4.2,11,6,0,47
0,4.4,59.9,265,6406,2,7.5,2,30,4.7,4,6,0,77
0,4.4,59.9,368,76710,4,2.5,2,90,4.4,6,6,0,112
0,4.2,59.9,2135,18696,3,2.5,2,215,4.0,7,6,0,199
0,4.3,59.9,98,583246,1,6.5,2,245,4.5,10,6,0,18
0,4.3,59.9,41,13859,1,5.5,2,215,4.4,11,6,0,12
0,4.5,59.9,5955,726027,12,3.0,2,365,4.1,10,5,0,77
0,4.4,59.9,12961,843638,5,1.5,2,945,4.4,4,6,0,152
0,4.2,59.9,131114,1157007,1,3.5,2,60,4.2,5,5,0,1969
0,4.2,59.9,135,129,2,1.5,2,580,4.3,4,6,0,16
0,4.0,59.9,260,3558,1,5.0,2,760,4.5,4,6,0,24
0,4.0,59.9,11487,39379,9,2.5,2,30,4.1,8,6,0,46
0,4.3,59.9,1378,14270,9,7.0,2,790,4.1,8,6,0,234
0,3.7,59.9,21,83593,33,4.0,2,1035,3.8,2,6,0,4
0,3.9,59.9,9874,67308,7,2.0,2,425,4.2,12,7,0,37
0,4.5,59.9,37152,52723,13,20.0,3,30,4.6,8,7,5,5500
1,4.6,59.9,94948,52723,25,17.0,9,60,4.6,6,7,5,17033
0,4.1,59.9,2376,25457,27,29.0,2,1310,4.1,5,5,0,42
0,4.0,59.9,94,6258,2,3.0,2,305,4.2,6,5,0,16
0,3.9,59.9,22804,22804,1,2.0,2,120,3.9,1,6,0,54
0,4.1,59.9,404,10089,1,4.0,2,610,4.0,4,6,0,91
0,4.9,59.9,1363,4016,11,1.5,2,485,3.8,7,7,0,7
0,4.9,59.9,636,636,4,1.0,2,670,4.9,13,5,0,40
0,4.1,59.9,147,147,2,11.0,2,395,4.1,9,6,0,32
0,4.2,59.9,4701,23943,1,11.0,2,275,4.3,6,5,5,677
0,4.4,59.9,5148,53503,2,2.5,2,30,4.6,4,6,5,1005
0,4.2,59.9,123690,274849,5,7.5,2,550,4.6,5,6,0,5363
0,4.5,59.9,532,11798,10,4.0,2,275,4.8,6,6,0,15
0,3.7,59.9,1806,1863,19,8.0,2,365,3.8,7,6,0,319
0,4.4,59.9,10331,174324,11,2.5,2,0,4.5,6,6,5,442
0,4.6,59.9,9085,204127,1,5.0,2,215,4.4,2,6,5,866
0,4.4,59.9,7829,58652,4,2.0,2,790,4.6,8,7,0,488
0,4.7,59.9,13742,3496,40,13.5,2,425,4.6,76,7,5,1121
0,4.3,59.9,3319,28650,1,1.5,2,185,4.1,6,6,0,39
0,4.6,59.9,523,43431,1,1.5,2,760,4.4,8,6,0,109
0,4.8,59.9,33,3205,1,8.0,2,1215,4.5,12,6,0,8
0,4.5,59.9,3151,70742,11,2.5,2,580,4.0,7,7,0,19
